persons_count,landing_year,noc_2011_level4_eng_desc
--,2016,3122 - Chiropractors
15,2016,3124 - Allied primary health practitioners
15,2016,3125 - Other professional occupations in health diagnosing and treating
220,2016,3131 - Pharmacists
65,2016,3132 - Dietitians and nutritionists
45,2016,3141 - Audiologists and speech-language pathologists
395,2016,3142 - Physiotherapists
35,2016,3143 - Occupational therapists
10,2016,3144 - Other professional occupations in therapy and assessment
55,2016,3211 - Medical laboratory technologists
60,2016,3212 - Medical laboratory technicians and pathologists' assistants
20,2016,3213 - Animal health technologists and veterinary technicians
20,2016,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists"
65,2016,3215 - Medical radiation technologists
30,2016,3216 - Medical sonographers
5,2016,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c."
85,2016,3219 - Other medical technologists and technicians (except dental health)
10,2016,3222 - Dental hygienists and dental therapists
40,2016,"3223 - Dental technologists, technicians and laboratory assistants"
30,2016,3231 - Opticians
35,2016,3232 - Practitioners of natural healing
320,2016,3233 - Licensed practical nurses
30,2016,3234 - Paramedical occupations
30,2016,3236 - Massage therapists
20,2016,3237 - Other technical occupations in therapy and assessment
35,2016,3411 - Dental assistants
165,2016,"3413 - Nurse aides, orderlies and patient service associates"
95,2016,3414 - Other assisting occupations in support of health services
1330,2016,4011 - University professors and lecturers
245,2016,4012 - Post-secondary teaching and research assistants
340,2016,4021 - College and other vocational instructors
320,2016,4031 - Secondary school teachers
180,2016,4032 - Elementary school and kindergarten teachers
45,2016,4033 - Educational counsellors
--,2016,4111 - Judges
255,2016,4112 - Lawyers and Quebec notaries
120,2016,4151 - Psychologists
55,2016,4152 - Social workers
10,2016,"4153 - Family, marriage and other related counsellors"
125,2016,4154 - Professional occupations in religion
--,2016,4155 - Probation and parole officers and related occupations
10,2016,4156 - Employment counsellors
75,2016,"4161 - Natural and applied science policy researchers, consultants and program officers"
170,2016,4162 - Economists and economic policy researchers and analysts
580,2016,4163 - Business development officers and marketing researchers and consultants
105,2016,"4164 - Social policy researchers, consultants and program officers"
85,2016,"4165 - Health policy researchers, consultants and program officers"
30,2016,"4166 - Education policy researchers, consultants and program officers"
15,2016,"4167 - Recreation, sports and fitness policy researchers, consultants and program officers"
30,2016,4168 - Program officers unique to government
80,2016,"4169 - Other professional occupations in social science, n.e.c."
50,2016,4211 - Paralegal and related occupations
225,2016,4212 - Social and community service workers
580,2016,4214 - Early childhood educators and assistants
20,2016,4215 - Instructors of persons with disabilities
20,2016,4216 - Other instructors
100,2016,4217 - Other religious occupations
40,2016,4311 - Police officers (except commissioned)
10,2016,4312 - Firefighters
--,2016,4313 - Non-commissioned ranks of the Canadian Forces
515,2016,4411 - Home child care providers
145,2016,"4412 - Home support workers, housekeepers and related occupations"
25,2016,4413 - Elementary and secondary school teacher assistants
--,2016,4422 - Correctional service officers
10,2016,5111 - Librarians
5,2016,5112 - Conservators and curators
5,2016,5113 - Archivists
35,2016,5121 - Authors and writers
50,2016,5122 - Editors
55,2016,5123 - Journalists
480,2016,"5125 - Translators, terminologists and interpreters"
60,2016,"5131 - Producers, directors, choreographers and related occupations"
5,2016,"5132 - Conductors, composers and arrangers"
50,2016,5133 - Musicians and singers
20,2016,5134 - Dancers
10,2016,5135 - Actors and comedians
20,2016,"5136 - Painters, sculptors and other visual artists"
15,2016,5211 - Library and public archive technicians
5,2016,5212 - Technical occupations related to museums and art galleries
30,2016,5221 - Photographers
10,2016,5222 - Film and video camera operators
55,2016,5223 - Graphic arts technicians
10,2016,5224 - Broadcast technicians
45,2016,5225 - Audio and video recording technicians
20,2016,"5226 - Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts"
10,2016,"5227 - Support occupations in motion pictures, broadcasting, photography and the performing arts"
5,2016,5231 - Announcers and other broadcasters
10,2016,"5232 - Other performers, n.e.c."
665,2016,5241 - Graphic designers and illustrators
50,2016,5242 - Interior designers and interior decorators
55,2016,"5243 - Theatre, fashion, exhibit and other creative designers"
25,2016,5244 - Artisans and craftspersons
5,2016,"5245 - Patternmakers - textile, leather and fur products"
5,2016,5251 - Athletes
55,2016,5252 - Coaches
--,2016,5253 - Sports officials and referees
100,2016,"5254 - Program leaders and instructors in recreation, sport and fitness"
765,2016,6211 - Retail sales supervisors
405,2016,6221 - Technical sales specialists - wholesale trade
160,2016,6222 - Retail and wholesale buyers
75,2016,6231 - Insurance agents and brokers
15,2016,6232 - Real estate agents and salespersons
250,2016,6235 - Financial sales representatives
1685,2016,6311 - Food service supervisors
20,2016,6312 - Executive housekeepers
155,2016,"6313 - Accommodation, travel, tourism and related services supervisors"
65,2016,6314 - Customer and information services supervisors
170,2016,6315 - Cleaning supervisors
60,2016,6316 - Other services supervisors
300,2016,6321 - Chefs
1960,2016,6322 - Cooks
130,2016,"6331 - Butchers, meat cutters and fishmongers - retail and wholesale"
170,2016,6332 - Bakers
155,2016,6341 - Hairstylists and barbers
65,2016,"6342 - Tailors, dressmakers, furriers and milliners"
--,2016,6343 - Shoe repairers and shoemakers
15,2016,"6344 - Jewellers, jewellery and watch repairers and related occupations"
10,2016,6345 - Upholsterers
--,2016,6346 - Funeral directors and embalmers
85,2016,6411 - Sales and account representatives - wholesale trade (non-technical)
215,2016,6421 - Retail salespersons
5,2016,6511 - Maîtres d'hôtel and hosts/hostesses
10,2016,6512 - Bartenders
200,2016,6513 - Food and beverage servers
15,2016,6521 - Travel counsellors
15,2016,6522 - Pursers and flight attendants
10,2016,6523 - Airline ticket and service agents
--,2016,"6524 - Ground and water transport ticket agents, cargo service representatives and related clerks"
180,2016,6525 - Hotel front desk clerks
15,2016,6531 - Tour and travel guides
--,2016,6532 - Outdoor sport and recreational guides
--,2016,6533 - Casino occupations
50,2016,6541 - Security guards and related security service occupations
95,2016,6551 - Customer services representatives - financial institutions
185,2016,6552 - Other customer and information services representatives
45,2016,"6562 - Estheticians, electrologists and related occupations"
--,2016,6563 - Pet groomers and animal care workers
--,2016,6564 - Other personal service occupations
55,2016,6611 - Cashiers
5,2016,6621 - Service station attendants
20,2016,"6622 - Store shelf stockers, clerks and order fillers"
5,2016,6623 - Other sales related occupations
1350,2016,"6711 - Food counter attendants, kitchen helpers and related support occupations"
10,2016,"6721 - Support occupations in accommodation, travel and facilities set-up services"
--,2016,"6722 - Operators and attendants in amusement, recreation and sport"
300,2016,6731 - Light duty cleaners
10,2016,6732 - Specialized cleaners
10,2016,"6733 - Janitors, caretakers and building superintendents"
--,2016,"6741 - Dry cleaning, laundry and related occupations"
--,2016,"6742 - Other service support occupations, n.e.c."
25,2016,"7201 - Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations"
15,2016,"7202 - Contractors and supervisors, electrical trades and telecommunications occupations"
5,2016,"7203 - Contractors and supervisors, pipefitting trades"
30,2016,"7204 - Contractors and supervisors, carpentry trades"
70,2016,"7205 - Contractors and supervisors, other construction trades, installers, repairers and servicers"
175,2016,7231 - Machinists and machining and tooling inspectors
20,2016,7232 - Tool and die makers
10,2016,7233 - Sheet metal workers
--,2016,7234 - Boilermakers
60,2016,7235 - Structural metal and platework fabricators and fitters
50,2016,7236 - Ironworkers
425,2016,7237 - Welders and related machine operators
130,2016,7241 - Electricians (except industrial and power system)
90,2016,7242 - Industrial electricians
10,2016,7243 - Power system electricians
65,2016,7244 - Electrical power line and cable workers
60,2016,7245 - Telecommunications line and cable workers
70,2016,7246 - Telecommunications installation and repair workers
15,2016,7247 - Cable television service and maintenance technicians
70,2016,7251 - Plumbers
100,2016,"7252 - Steamfitters, pipefitters and sprinkler system installers"
10,2016,7253 - Gas fitters
